st_spectype,st_teff,st_rad,st_mass,st_lum,st_logg,st_age,st_dens,st_vsin,sy_gaiamag
,5828.0,1.55,1.1,0.398,4.09,6.61,0.5413,,13.4015
,5588.0,0.82,0.84,-0.368,4.55,1.8,2.79093,,15.073
,5588.0,0.82,0.84,-0.368,4.55,1.8,2.6883,,15.073
M1 V,3767.0,0.49,0.58,-1.036,4.78,3.47,33.27197,,15.3896
M1 V,3767.0,0.49,0.58,-1.036,4.78,3.47,7.16212,,15.3896
,5847.0,0.97,0.97,0.052,4.5,1.4,1.33259,,15.3201
,5847.0,0.97,0.97,0.052,4.5,1.4,1.02292,,15.3201
,5360.0,0.76,0.85,-0.328,4.61,0.6,3.86328,,15.3263
,5360.0,0.76,0.85,-0.328,4.61,0.6,4.26444,,15.3263
,6224.0,1.11,1.11,0.24,4.42,3.47,0.91618,,15.5014
,6224.0,1.11,1.11,0.24,4.42,3.47,0.99867,,15.5014
M0 V,4255.0,0.55,0.58,-1.102,4.73,6.0,4.14,,15.9695
M1 V,3750.0,0.51,0.6,-1.229,4.75,3.16,3.70571,,15.3743
,4861.0,0.72,0.7,-0.477,4.58,13.8,2.42359,,15.2832
,4861.0,0.72,0.7,-0.477,4.58,13.8,1.97075,,15.2832
,5751.0,1.43,1.06,0.43,4.19,6.76,0.45192,,15.0243
,5751.0,1.43,1.06,0.43,4.19,6.76,0.40662,,15.0243
,5751.0,1.43,1.06,0.43,4.19,6.76,0.3884,,15.0243
,5732.0,0.96,1.06,0.43,4.49,6.76,0.41907,,15.0243
,5732.0,0.96,1.06,0.43,4.49,6.76,0.97794,,15.0243
,4914.0,0.76,0.76,-0.475,4.58,3.31,4.37951,,15.2333
,4914.0,0.76,0.76,-0.475,4.58,3.31,13.12235,,15.2333
,5800.0,1.07,1.03,0.064,4.34,7.7,0.02385,,14.9234
,5800.0,1.07,1.03,0.064,4.34,7.7,0.01122,,14.9234
,5897.0,1.29,0.98,0.142,4.2,5.2,0.7536,,14.9234
,5897.0,1.29,0.98,0.142,4.2,5.2,6.38853,,14.9234
,4985.0,0.74,0.75,-0.524,4.63,0.9,2.49621,,15.6622
,4985.0,0.74,0.75,-0.524,4.63,0.9,3.48717,,15.6622
,4699.0,0.67,0.67,-0.607,4.63,13.9,2.98907,,15.3871
,4699.0,0.67,0.67,-0.607,4.63,13.9,3.78452,,15.3871
,5020.0,0.85,0.81,-0.613,4.49,14.0,0.65082,,15.3494
,5020.0,0.85,0.81,-0.613,4.49,14.0,0.1374,,15.3494
,5228.0,0.84,0.83,-0.373,4.57,3.5,3.25264,,15.0573
,5228.0,0.84,0.83,-0.373,4.57,3.5,2.00738,,15.0573
,5554.0,0.8,0.96,-0.256,4.58,0.5,1.86883,,15.5455
,5554.0,0.8,0.96,-0.256,4.58,0.5,23.67563,,15.5455
,5554.0,0.8,0.96,-0.256,4.58,0.5,1.54536,,15.5455
,5100.0,0.8,0.86,-0.396,4.56,3.63,3.28779,,15.5969
,5100.0,0.8,0.86,-0.396,4.56,3.63,13.61337,,15.5969
,5100.0,0.8,0.86,-0.396,4.56,3.63,3.28584,,15.5969
,5174.0,0.8,0.86,-0.396,4.57,3.63,3.03525,,15.5969
,5206.0,0.83,0.79,-0.413,4.56,12.6,2.16232,,15.0422
,5206.0,0.83,0.79,-0.413,4.56,12.6,2.28406,,15.0422
,5100.0,0.77,0.84,-0.422,4.61,0.8,3.12818,,15.0473
,5100.0,0.77,0.84,-0.422,4.61,0.8,3.76657,,15.0473
,5100.0,0.77,0.84,-0.422,4.61,0.8,5.64738,,15.0473
,5190.0,0.83,0.9,-0.418,4.57,2.34,1.6353,,15.2331
,5190.0,0.83,0.9,-0.418,4.57,2.34,2.35482,,15.2331
M2 V,3568.0,0.48,0.51,-1.495,4.78,3.09,5.34498,,15.2305
,6103.0,1.32,1.17,0.467,4.28,4.65,0.75,11.2,10.6319
,6354.0,1.32,1.17,0.422,4.29,2.75,0.75,9.34,10.6319
,6270.0,1.32,1.17,0.391,4.28,11.0,0.75,9.5,10.6319
,5160.0,0.81,0.83,-0.457,4.57,13.2,2.20456,,15.4144
,5160.0,0.81,0.83,-0.457,4.57,13.2,3.39024,,15.4144
,5160.0,0.81,0.83,-0.457,4.57,13.2,19.29835,,15.4144
,5526.0,0.89,0.95,-0.172,4.49,3.63,2.12141,,15.216
,5526.0,0.89,0.95,-0.172,4.49,3.63,1.66311,,15.216
,5526.0,0.89,0.95,-0.172,4.49,3.63,0.4031,,15.216
,5526.0,0.89,0.95,-0.172,4.49,3.63,10.35916,,15.216
M0 V,4208.0,0.55,0.61,-0.786,4.72,13.9,7.39154,,15.0293
M0 V,4208.0,0.55,0.61,-0.786,4.72,13.9,3.83419,,15.0293
,5208.0,0.79,0.85,-0.387,4.59,0.7,4.48753,,15.5122
,5208.0,0.79,0.85,-0.387,4.59,0.7,2.09147,,15.5122
,5208.0,0.79,0.85,-0.387,4.59,0.7,2.10579,,15.5122
,5957.0,0.91,0.93,-0.125,4.52,0.3,2.19595,,15.8379
,5957.0,0.91,0.93,-0.125,4.52,0.3,2.14038,,15.8379
,5957.0,0.91,0.93,-0.125,4.52,0.3,2.11735,,15.8379
,5573.0,0.93,0.87,-0.183,4.52,2.4,2.24666,,15.5283
,5573.0,0.93,0.87,-0.183,4.52,2.4,2.34688,,15.5283
,5431.0,0.86,0.9,-0.183,4.53,4.37,1.50018,,15.5283
,5551.0,1.3,0.97,-0.059,4.22,9.55,1.23,,15.0151
,5551.0,1.3,0.97,-0.059,4.22,9.55,1.15366,,15.0151
,5551.0,1.3,0.97,-0.059,4.22,9.55,1.32836,,15.0151
,5551.0,1.3,0.97,-0.059,4.22,9.55,1.87921,,15.0151
,5180.0,1.04,0.85,-0.378,4.36,14.0,3.03443,,15.4215
,5180.0,1.04,0.85,-0.378,4.36,14.0,1.89825,,15.4215
,5180.0,1.04,0.85,-0.378,4.36,14.0,2.81619,,15.4215
,4942.0,0.92,0.82,-0.575,4.44,13.7,3.0299,,15.2012
,4942.0,0.92,0.82,-0.575,4.44,13.7,0.66663,,15.2012
,5938.0,0.9,0.93,-0.153,4.53,0.4,1.98095,,15.1689
,5938.0,0.9,0.93,-0.153,4.53,0.4,3.20535,,15.1689
M0 V,3914.0,0.51,0.54,-1.06,4.68,2.95,5.98262,1.9,15.4089
M0 V,3914.0,0.51,0.54,-1.06,4.68,2.95,5.08719,1.9,15.4089
M0 V,4486.0,0.57,0.62,-1.06,4.73,2.95,4.85351,1.9,15.4089
M0 V,4486.0,0.57,0.62,-1.06,4.73,2.95,50.49124,1.9,15.4089
,5250.0,0.86,0.92,-0.092,4.49,4.47,2.08567,,14.1176
,5250.0,0.86,0.92,-0.092,4.49,4.47,1.84961,,14.1176
,5098.0,0.79,0.88,-0.471,4.56,3.98,4.50712,,13.5287
,5098.0,0.79,0.88,-0.471,4.56,3.98,3.02074,,13.5287
,5841.0,0.88,0.99,-0.14,4.54,3.55,1.49784,,14.2241
,5841.0,0.88,0.99,-0.14,4.54,3.55,5.20256,,14.2241
,5265.0,0.79,0.8,-0.456,4.58,7.9,1.90961,,15.4167
,5265.0,0.79,0.8,-0.456,4.58,7.9,18.4817,,15.4167
,6158.0,1.55,1.46,0.689,4.15,2.57,0.15947,,13.0135
,6158.0,1.55,1.46,0.689,4.15,2.57,0.19495,,13.0135
,5835.0,1.1,0.98,0.005,4.33,0.28,0.94278,,15.3522
,5835.0,1.1,0.98,0.005,4.33,0.28,1.4926,,15.3522
,5835.0,1.1,0.98,0.005,4.33,0.28,13.10486,,15.3522
,5835.0,1.1,0.98,0.005,4.33,0.28,1.45165,,15.3522
,5885.0,1.03,0.95,0.012,4.45,4.79,1.11507,,15.5772
,5885.0,1.03,0.95,0.012,4.45,4.79,1.78397,,15.5772
M1 V,4258.0,0.56,0.54,-1.229,4.73,3.31,4.69279,,15.4693
,6081.0,1.27,1.13,0.318,4.29,1.71,2.27934,,13.6678
,6081.0,1.27,1.13,0.318,4.29,1.71,2.66615,,13.6678
,5847.0,0.96,0.92,0.368,4.5,4.57,0.98784,,15.7352
,5847.0,0.96,0.92,0.368,4.5,4.57,1.14108,,15.7352
,5400.0,0.59,0.65,-0.329,5.4,1.62,3.22487,0.6,15.8164
,5400.0,0.59,0.65,-0.329,5.4,1.62,0.718,0.6,15.8164
,6067.0,1.46,1.17,0.312,4.2,2.73,0.71457,,13.8586
,6067.0,1.46,1.17,0.312,4.2,2.73,0.30014,,13.8586
,5555.0,0.87,0.9,-0.253,4.52,4.57,2.19626,,13.4284
,5555.0,0.87,0.9,-0.253,4.52,4.57,1.87677,,13.4284
,5555.0,0.87,0.9,-0.253,4.52,4.57,2.05485,,13.4284
,5297.0,0.93,0.86,0.066,4.43,4.9,1.08986,,14.6591
,5297.0,0.93,0.86,0.066,4.43,4.9,1.03785,,14.6591
,5297.0,0.93,0.86,0.066,4.43,4.9,3.75841,,14.6591
,5626.0,0.81,0.94,-0.341,4.51,5.1,4.62323,,14.9683
,5626.0,0.81,0.94,-0.341,4.51,5.1,1.39534,,14.9683
,6023.0,1.01,1.08,0.201,4.44,3.63,0.62776,,15.0319
,6023.0,1.01,1.08,0.201,4.44,3.63,3.20153,,15.0319
,6165.0,1.38,1.16,0.449,4.23,0.31,0.58429,,15.2874
,6165.0,1.38,1.16,0.449,4.23,0.31,0.78039,,15.2874
,6165.0,1.38,1.16,0.449,4.23,0.31,0.50839,,15.2874
,6105.0,1.05,1.04,-0.089,4.45,0.4,2.57496,,15.3648
,5779.0,1.03,1.1,-0.089,4.46,0.4,1.73156,,15.3648
,5779.0,1.03,1.1,-0.089,4.46,0.4,4.01887,,15.3648
,5946.0,1.69,1.12,0.568,4.03,5.0,0.24777,,13.3884
,4991.0,2.94,1.08,0.62,3.62,7.76,0.16712,,11.5296
,4991.0,2.94,1.08,0.62,3.62,7.76,0.20697,,11.5296
,6363.0,1.75,1.16,0.519,4.05,0.22,0.06379,,13.5847
,6689.45,1.07,1.1,0.519,4.42,0.22,0.0435,,13.5847
,6689.45,1.07,1.1,0.519,4.42,0.22,0.05127,,13.5847
M0 V,4590.0,0.7,0.75,-0.745,4.29,2.24,4.13623,,15.0257
M0 V,4590.0,0.7,0.75,-0.745,4.29,2.24,3.50489,,15.0257
,5744.0,0.89,0.96,-0.064,4.54,4.27,1.748,,14.4574
,5744.0,0.89,0.96,-0.064,4.54,4.27,64.09612,,14.4574
,5723.0,0.9,0.95,0.146,4.53,0.6,0.42172,,15.7537
,5723.0,0.9,0.95,0.146,4.53,0.6,0.24809,,15.7537
,5602.0,0.9,0.79,0.106,4.46,0.4,0.6798,,15.1779
,5602.0,0.9,0.79,0.106,4.46,0.4,0.73488,,15.1779
,5699.0,0.89,0.97,0.106,4.53,0.4,0.94311,,15.1779
,5699.0,0.89,0.97,0.106,4.53,0.4,1.36005,,15.1779
,4351.0,0.57,0.6,-0.983,4.72,3.09,12.57304,,15.8753
,4351.0,0.57,0.6,-0.983,4.72,3.09,0.06394,,15.8753
,5615.0,0.81,0.92,-0.341,4.58,0.5,3.57325,,15.8126
,5615.0,0.81,0.92,-0.341,4.58,0.5,1.88082,,15.8126
,5411.0,0.81,0.82,-0.279,4.58,0.6,2.44783,,15.1521
,5411.0,0.81,0.82,-0.279,4.58,0.6,1.99799,,15.1521
,5580.0,0.86,0.96,-0.116,4.5,2.75,1.86513,,15.5447
,5580.0,0.86,0.96,-0.116,4.5,2.75,2.25157,,15.5447
,5580.0,0.86,0.96,-0.116,4.5,2.75,2.76282,,15.5447
,5580.0,0.86,0.96,-0.116,4.5,2.75,4.35378,,15.5447
K7 V,5806.0,1.03,0.97,-0.134,4.4,7.6,13.82309,,14.7442
K7 V,5806.0,1.03,0.97,-0.134,4.4,7.6,0.76343,,14.7442
,5918.0,1.09,1.03,0.056,4.35,3.72,1.32778,,15.152
,5918.0,1.09,1.03,0.056,4.35,3.72,2.21548,,15.152
,5918.0,1.09,1.03,0.056,4.35,3.72,1.90042,,15.152
,5990.0,1.0,1.08,0.061,4.47,0.65,1.58,,13.9628
,5378.0,0.73,0.76,-0.297,4.6,0.3,3.18827,4.0,15.2819
,5378.0,0.73,0.76,-0.297,4.6,0.3,3.45528,4.0,15.2819
,5147.0,0.74,0.8,-0.586,4.62,1.1,9.48752,,15.5648
,5147.0,0.74,0.8,-0.586,4.62,1.1,2.44273,,15.5648
,6002.0,1.02,0.9,0.071,4.47,0.3,2.54384,,15.8985
,6002.0,1.02,0.9,0.071,4.47,0.3,11.48591,,15.8985
,5299.0,0.83,0.85,-0.337,4.54,5.13,2.14949,,15.9419
,5299.0,0.83,0.85,-0.337,4.54,5.13,1.67835,,15.9419
,5299.0,0.83,0.85,-0.337,4.54,5.13,2.04738,,15.9419
,5299.0,0.83,0.85,-0.337,4.54,5.13,2.04037,,15.9419
,5299.0,0.83,0.85,-0.337,4.54,5.13,1.84341,,15.9419
,5804.0,0.96,0.94,-0.233,4.5,0.5,1.81242,,15.3334
,5804.0,0.96,0.94,-0.233,4.5,0.5,0.80416,,15.3334
,5913.0,0.98,0.95,-0.148,4.49,0.6,2.17431,,15.8186
,5913.0,0.98,0.95,-0.148,4.49,0.6,1.58309,,15.8186
,5603.0,0.9,0.89,0.629,4.44,8.8,0.01018,,14.4325
,5603.0,0.9,0.89,0.629,4.44,8.8,0.31964,,14.4325
,5603.0,0.9,0.89,0.629,4.44,8.8,0.03922,,14.4325
M2 V,3740.0,0.48,0.5,-1.509,4.77,13.9,6.4,,15.9015
M2 V,3740.0,0.48,0.5,-1.569,4.77,4.2,6.4,,15.9015
,5619.0,0.92,0.98,-0.096,4.47,1.9,1.60443,,14.1922
,5619.0,0.92,0.98,-0.096,4.47,1.9,1.88515,,14.1922
,4465.0,0.58,0.66,-0.733,4.71,2.4,6.83183,,15.4179
,4465.0,0.58,0.66,-0.733,4.71,2.4,6.34932,,15.4179
,4465.0,0.58,0.66,-0.733,4.71,2.4,3.24928,,15.4179
,5617.0,1.03,0.95,-0.044,4.39,0.4,1.15252,,15.0103
,5617.0,1.03,0.95,-0.044,4.39,0.4,0.63018,,15.0103
,5617.0,1.03,0.95,-0.044,4.39,0.4,1.02421,,15.0103
,5617.0,1.03,0.95,-0.044,4.39,0.4,1.16796,,15.0103
,5498.0,0.95,0.99,-0.237,4.77,2.0,2.0,1.94,15.3761
,5986.0,0.9,1.07,0.34,4.53,3.63,1.21929,,14.1797
,5986.0,0.9,1.07,0.34,4.53,3.63,0.39973,,14.1797
,5815.0,0.9,0.98,-0.08,4.53,4.17,1.76008,,14.2737
,5815.0,0.9,0.98,-0.08,4.53,4.17,4.03105,,14.2737
,5815.0,0.9,0.98,-0.08,4.53,4.17,1.75104,,14.2737
,5740.0,1.22,1.02,0.049,4.29,0.5,1.35151,,15.4911
,5740.0,1.22,1.02,0.049,4.29,0.5,1.06975,,15.4911
M0 V,3944.0,0.48,0.57,-1.066,4.77,3.31,5.28345,,14.396
M0 V,3944.0,0.48,0.57,-1.066,4.77,3.31,60.48401,,14.396
,4731.0,0.69,0.8,-0.662,4.63,2.09,4.07394,,14.8308
,4731.0,0.69,0.8,-0.662,4.63,2.09,36.68262,,14.8308
,4731.0,0.69,0.8,-0.662,4.63,2.09,3.54622,,14.8308
,4817.0,0.73,0.8,-0.662,4.61,2.09,4.41479,,14.8308
,5117.0,0.8,0.76,-0.423,4.51,4.37,0.68028,,15.7661
,5117.0,0.8,0.76,-0.423,4.51,4.37,0.14861,,15.7661
,5100.0,0.79,0.85,-0.423,4.56,4.37,10.92546,,15.7661
,4974.0,0.83,0.82,-0.423,4.52,4.37,2.04185,,15.7661
,4954.0,0.72,0.81,-0.469,4.61,2.63,3.07953,,15.5524
,4954.0,0.72,0.81,-0.469,4.61,2.63,2.71033,,15.5524
,4954.0,0.72,0.81,-0.469,4.61,2.63,1.48104,,15.5524
,4954.0,0.72,0.81,-0.469,4.61,2.63,2.45486,,15.5524
,5367.0,0.81,0.91,-0.122,4.46,13.5,1.73492,,14.0561
,5367.0,0.81,0.91,-0.122,4.46,13.5,1.64444,,14.0561
,5895.0,0.94,0.92,-0.116,4.51,0.5,3.68154,,15.8506
,5895.0,0.94,0.92,-0.116,4.51,0.5,2.26029,,15.8506
M0 V,4713.0,0.72,0.67,-0.574,4.61,3.02,2.8044,,15.1261
M0 V,4713.0,0.72,0.67,-0.574,4.61,3.02,4.45517,,15.1261
,6340.0,1.22,1.21,0.301,4.7,0.28,1.40526,,15.224
,6340.0,1.22,1.21,0.301,4.7,0.28,1.64062,,15.224
,6340.0,1.22,1.21,0.301,4.7,0.28,1.11917,,15.224
,5797.0,0.88,0.91,-0.239,4.52,1.9,10.54459,,14.265
,5797.0,0.88,0.91,-0.239,4.52,1.9,0.33372,,14.265
,5797.0,0.88,0.91,-0.239,4.52,1.9,0.52514,,14.265
,5905.0,1.19,1.08,0.193,4.31,1.95,1.01776,,13.7537
,5905.0,1.19,1.08,0.193,4.31,1.95,0.57244,,13.7537
,6115.0,1.47,1.2,0.598,4.19,1.48,0.30899,,12.9211
,6115.0,1.47,1.23,0.598,4.19,1.48,0.30899,,12.9211
,5727.0,1.54,1.08,0.312,4.13,6.61,0.53698,,14.1106
,5727.0,1.54,1.08,0.312,4.13,6.61,0.51978,,14.1106
,5378.0,0.95,1.02,-0.226,4.46,2.4,1.49432,,12.5226
,5796.0,1.04,0.98,0.004,4.38,4.9,0.03981,,15.2885
,5796.0,1.04,0.98,0.004,4.38,4.9,0.23769,,15.2885
,4204.0,0.52,0.59,-0.936,4.74,3.31,5.73497,,15.1944
,4204.0,0.52,0.59,-0.936,4.74,3.31,4.28989,,15.1944
,5497.0,0.94,0.86,-0.208,4.49,3.72,1.48079,,15.4571
,5497.0,0.94,0.86,-0.208,4.49,3.72,1.53878,,15.4571
,5746.0,1.19,1.02,0.004,4.33,1.62,2.1145,,13.281
,5746.0,1.19,1.02,0.004,4.33,1.62,1.79265,,13.281
,5526.0,0.9,0.96,-0.181,4.49,3.55,3.64696,,13.7908
,5526.0,0.9,0.96,-0.181,4.49,3.55,11.00889,,13.7908
,5526.0,0.9,0.96,-0.181,4.49,3.55,3.14049,,13.7908
M1 V,3900.0,0.53,0.58,-1.292,4.64,2.69,4.21511,,15.8123
,6435.0,1.11,1.33,0.374,4.42,2.14,0.93157,,13.4337
,6435.0,1.11,1.33,0.374,4.42,2.14,0.01393,,13.4337
,5740.0,1.19,1.03,-0.008,4.3,2.09,1.4788,,12.7549
,5388.0,0.89,0.92,-0.288,4.5,14.0,2.17106,6.3,13.5033
,5388.0,0.89,0.92,-0.288,4.5,14.0,2.48833,6.3,13.5033
,5987.0,1.18,1.09,0.151,4.31,3.96,1.16534,,12.658
,5987.0,1.18,1.09,0.151,4.31,3.96,1.04614,,12.658
,5194.0,0.84,0.87,-0.308,4.53,0.8,2.04467,,14.0909
,5194.0,0.84,0.87,-0.308,4.53,0.8,0.08711,,14.0909
,5752.0,1.0,0.92,-0.255,4.41,8.2,7.88553,,15.0053
,5752.0,1.0,0.92,-0.255,4.41,8.2,0.9454,,15.0053
,5752.0,1.0,0.92,-0.255,4.41,8.2,4.98437,,15.0053
,5105.0,0.8,0.85,-0.157,4.56,14.0,2.50206,,13.6788
,5105.0,0.8,0.85,-0.157,4.56,14.0,4.25805,,13.6788
,5105.0,0.8,0.85,-0.157,4.56,14.0,12.80903,,13.6788
,3799.0,0.49,0.59,-1.26,4.76,3.02,3.77387,,14.9804
,6064.0,1.06,1.15,0.44,4.44,2.57,0.02146,,15.6036
,6064.0,1.06,1.15,0.44,4.44,2.57,0.99346,,15.6036
,4257.0,0.52,0.6,-0.971,4.74,3.47,4.72946,,15.4312
,4257.0,0.52,0.6,-0.971,4.74,3.47,2.46841,,15.4312
,5904.0,1.82,1.29,0.556,4.03,4.27,0.3,3.4,13.9513
,5117.0,0.72,0.79,-0.442,4.64,0.7,2.75123,,15.2634
,5117.0,0.72,0.79,-0.442,4.64,0.7,1.97492,,15.2634
,4347.0,0.49,0.65,-0.784,4.77,1.2,6.72352,,15.8359
,4347.0,0.49,0.65,-0.784,4.77,1.2,7.28232,,15.8359
,4347.0,0.49,0.65,-0.784,4.77,1.2,10.12335,,15.8359
,4955.0,0.72,0.8,-0.584,4.61,2.82,4.39175,,14.0025
,4955.0,0.72,0.8,-0.584,4.61,2.82,3.31831,,14.0025
,4955.0,0.72,0.8,-0.584,4.61,2.82,2.48565,,14.0025
,4259.0,0.53,0.6,-0.928,4.73,3.24,2.34739,,14.7212
,4259.0,0.53,0.6,-0.928,4.73,3.24,2.78337,,14.7212
,5828.0,1.07,1.07,0.056,4.38,1.6,1.51962,,12.73
,5828.0,1.07,1.07,0.056,4.38,1.6,1.5271,,12.73
,5828.0,1.07,1.07,0.056,4.38,1.6,1.43157,,12.73
,5877.0,1.85,1.03,0.578,4.02,4.37,0.41998,,13.9603
,5877.0,1.85,1.02,0.578,4.02,4.37,0.27409,,13.9603
,5867.0,1.3,1.09,0.26,4.26,4.9,0.67596,,13.5839
,5867.0,1.3,1.09,0.26,4.26,4.9,1.04528,,13.5839
,5867.0,1.3,1.09,0.26,4.26,4.9,0.96788,,13.5839
,5684.0,1.76,1.05,0.481,4.0,8.2,0.23495,,12.7075
,5684.0,1.76,1.05,0.481,4.0,8.2,0.24967,,12.7075
,5923.0,1.74,1.2,0.586,4.02,4.79,0.21664,,12.0828
,5923.0,1.74,1.2,0.586,4.02,4.79,0.30621,,12.0828
,5999.0,1.74,1.14,0.586,4.02,4.79,0.21664,,12.0828
,5631.0,0.8,0.93,-0.313,4.59,4.37,1.79524,,14.5134
,5631.0,0.8,0.93,-0.313,4.59,4.37,2.04813,,14.5134
,5631.0,0.8,0.93,-0.313,4.59,4.37,2.32006,,14.5134
,5913.0,1.16,1.05,0.173,4.33,,0.2529,5.0,14.8297
,6620.0,1.85,1.65,0.867,4.06,1.29,0.38998,,12.3031
,6620.0,1.85,1.65,0.867,4.06,1.29,0.62132,,12.3031
,6012.0,1.02,1.0,0.127,4.44,3.6,0.66349,,14.5672
,6012.0,1.02,1.0,0.127,4.44,3.6,0.90734,,14.5672
,6012.0,1.02,1.0,0.127,4.44,3.6,0.61984,,14.5672
,6012.0,1.02,1.0,0.127,4.44,3.6,0.80682,,14.5672
,6175.0,1.47,1.26,0.453,4.19,2.04,0.49444,,13.0992
,6175.0,1.47,1.26,0.453,4.19,2.04,0.01292,,13.0992
,6366.0,1.34,1.26,0.453,4.28,2.04,0.49444,,13.0992
,5807.0,1.43,1.08,0.216,4.18,2.9,0.29453,,14.1102
,5807.0,1.43,1.08,0.216,4.18,6.03,12.88107,,14.1102
,5774.0,0.98,0.93,-0.185,4.45,6.6,6.56772,,15.3025
,5774.0,0.98,0.93,-0.185,4.45,6.6,3.18698,,15.3025
,4504.0,0.62,0.61,-0.495,4.68,2.75,7.23834,,14.0341
,4504.0,0.62,0.61,-0.495,4.68,2.75,25.50198,,14.0341
,6033.0,1.02,0.95,-0.153,4.46,1.7,11.79405,,15.1549
,6033.0,1.02,0.95,-0.153,4.46,1.7,4.19185,,15.1549
,6088.0,1.0,1.05,0.342,4.47,0.3,0.14332,,14.4892
,6088.0,1.0,1.05,0.342,4.47,3.89,2.28765,,14.4892
,6177.0,1.36,1.27,0.433,4.24,2.29,0.85967,,12.5881
,5956.0,0.93,1.02,-0.007,4.52,3.09,3.48156,,14.7211
,5956.0,0.93,1.02,-0.007,4.52,3.09,2.8443,,14.7211
,5606.0,1.03,0.89,-0.027,4.36,,2.80648,5.0,15.7352
,6186.0,1.53,1.19,0.428,4.15,4.0,0.39737,,13.7606
,6492.3,1.25,1.0,0.428,4.24,4.0,0.94911,,13.7606
,6492.3,1.25,1.0,0.428,4.24,4.0,0.68957,,13.7606
,5643.0,0.85,0.81,-0.386,4.56,2.9,2.93353,,15.9665
,5643.0,0.85,0.81,-0.386,4.56,2.9,2.34785,,15.9665
,5225.0,0.78,0.81,-0.386,4.58,4.9,1.94457,,15.9665
,5212.0,0.78,0.83,-0.432,4.57,3.47,3.24608,,12.9561
,3903.0,0.5,0.55,-1.187,4.75,3.39,3.40975,,15.7248
,4648.0,0.67,0.65,-0.714,4.63,13.8,0.7995,,15.5561
,4648.0,0.67,0.73,-0.714,4.63,5.25,2.28605,,15.5561
,4648.0,0.67,0.65,-0.714,4.63,13.8,1.91598,,15.5561
,6184.0,1.07,0.99,0.195,4.44,3.72,0.69388,,15.0663
,6184.0,1.07,0.99,0.195,4.44,3.72,0.60038,,15.0663
,6133.0,1.33,1.17,0.461,4.26,2.54,0.40888,,12.9654
,5036.0,0.83,0.79,-0.556,4.5,13.8,2.0051,,15.5215
,5036.0,0.83,0.79,-0.556,4.5,13.8,6.92909,,15.5215
,5036.0,0.83,0.79,-0.556,4.5,13.8,2.26905,,15.5215
,5908.0,0.95,0.94,-0.138,4.5,0.4,16.05623,,15.3559
,5908.0,0.95,0.94,-0.138,4.5,0.4,2.43432,,15.3559
,6248.0,1.09,1.14,-0.097,4.43,3.02,1.12875,,15.8814
,6248.0,1.09,1.14,-0.097,4.43,3.02,0.42264,,15.8814
,6248.0,1.09,1.14,-0.097,4.43,3.02,0.16559,,15.8814
,5979.0,1.63,1.03,0.51,4.1,4.79,0.3508,4.9,12.0767
,6053.0,1.06,0.95,-0.132,4.42,3.4,2.29385,,14.8128
,6053.0,1.06,0.95,-0.132,4.42,3.4,21.41412,,14.8128
,6169.0,1.34,1.17,0.459,4.25,3.16,0.50575,,13.5447
,6169.0,1.34,1.17,0.459,4.25,2.95,0.66633,,13.5447
,5788.0,0.72,1.02,0.209,4.64,4.27,11.56076,,14.4863
,5788.0,0.72,1.02,0.209,4.64,0.4,2.93888,,14.4863
,5593.0,1.49,1.1,0.365,4.15,5.25,0.30006,,13.316
,6108.0,1.28,1.19,0.351,4.27,0.63,0.55965,,13.6134
,6108.0,1.28,1.19,0.351,4.27,0.63,1.52257,,13.6134
,6012.0,1.05,1.02,0.112,4.43,4.0,2.59019,,
,6012.0,1.05,1.02,0.112,4.43,4.27,2.00592,,
,6209.0,1.05,1.06,0.573,4.45,0.3,1.0833,,14.7901
,6209.0,1.05,1.06,0.573,4.45,0.3,0.9178,,14.7901
,4710.0,0.69,0.68,-0.617,4.63,2.29,3.49879,,12.8482
,4710.0,0.69,0.68,-0.617,4.63,2.29,3.04327,,12.8482
,5502.0,2.02,0.97,0.562,3.9,10.47,0.12675,,12.838
,3591.0,0.47,0.5,-1.42,4.79,4.17,4.32691,,15.6683
,5417.0,0.79,0.87,-0.322,4.57,10.0,2.5,1.1,9.54988
,5417.0,0.77,0.8,-0.322,4.57,5.66,2.46,0.5,9.54988
,5288.0,0.77,0.8,-0.322,4.61,10.0,2.67396,1.1,9.54988
,5852.0,0.9,0.98,0.006,4.53,0.4,1.33901,,15.1595
,5852.0,0.9,0.98,0.006,4.53,0.4,2.70459,,15.1595
,5666.0,0.99,0.93,0.244,4.39,0.3,2.92338,,13.7984
,5666.0,0.99,0.93,0.244,4.39,5.5,1.18355,,13.7984
,6509.0,1.14,1.15,0.321,4.41,3.09,0.61022,,14.8342
,6509.0,1.14,1.2,0.321,4.41,2.349,0.02963,,14.8342
,6509.0,1.14,1.15,0.321,4.41,3.09,0.01843,,14.8342
,5787.0,0.84,0.93,0.212,4.56,0.5,2.23423,,14.4856
,5787.0,0.84,0.93,0.212,4.56,0.5,4.89667,,14.4856
,5977.0,0.91,1.04,0.274,4.48,1.5,0.7822,,14.6608
,5977.0,0.91,1.04,0.274,4.48,1.5,0.79645,,14.6608
,5977.0,0.91,1.04,0.274,4.48,1.5,0.87899,,14.6608
,5826.0,0.84,0.92,-0.163,4.57,0.4,2.76203,,15.6771
,5826.0,0.84,0.92,-0.163,4.57,0.4,0.1037,,15.6771
